name,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
		AdditionalPaidInCapital,"275,000,000","312,000,000","305,000,000","316,000,000","365,000,000","324,000,000","324,000,000","324,000,000","277,000,000","265,000,000","207,000,000","202,000,000","187,000,000","206,000,000","194,000,000","72,000,000","0","4,346,000,000","4,311,000,000","4,313,000,000","3,194,000,000","3,094,000,000","3,079,000,000","3,426,000,000","3,399,000,000","3,410,000,000","3,417,000,000","3,315,000,000","3,301,000,000","2,816,000,000","2,810,000,000","2,812,000,000","2,549,000,000","2,353,000,000","753,000,000","745,000,000","746,000,000","744,000,000","740,000,000","531,000,000","522,000,000","5,106,000,000","4,999,000,000","4,517,000,000","4,075,000,000","4,015,000,000","3,892,000,000","3,832,000,000","3,742,000,000","3,671,000,000","59,000,000","3,510,000,000","3,433,000,000","53,400,000","51,600,000","49,200,000","37,900,000","3,198,700,234","3,162,200,285","3,109,762,370","3,052,199,821","3,043,000,099","3,034,099,894","3,014,000,231","2,434,400,047","2,413,699,564","2,400,600,112","11,099,953","2,343,800,442","2,329,299,652","2,321,799,435","2,309,800,484","2,282,399,808","2,269,700,139","2,260,600,400","2,256,799,580","2,239,899,523","2,223,599,406","2,198,099,419","2,173,199,647","2,169,000,630","2,165,600,000","1,907,299,591","1,891,700,127","1,875,899,395","1,872,300,773","1,869,900,151","1,857,200,063","1,852,600,480","1,448,599,339","1,682,060,086","1,534,839,785","1,677,228,009","1,590,462,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"3,520,000,000","3,825,000,000","538,000,000","-1,308,000,000","-1,096,000,000","-1,360,000,000","-2,420,000,000","-1,675,000,000","-1,401,000,000","899,000,000","1,753,000,000","3,989,000,000","-272,000,000","582,000,000","124,000,000","1,449,000,000","2,672,000,000","570,000,000","1,277,000,000","329,000,000","-973,000,000","-951,000,000","408,000,000","1,438,000,000","1,058,000,000","401,000,000","254,000,000","366,000,000","1,632,000,000","1,105,000,000","213,000,000","170,000,000","-435,000,000","-481,000,000","-886,000,000","-497,000,000","-599,000,000","-1,098,000,000","-968,000,000","-1,558,000,000","-1,799,000,000","-1,829,000,000","-1,621,000,000","-1,451,000,000","-1,094,000,000","-1,039,000,000","-961,000,000","-921,000,000","-882,000,000","-816,000,000","-586,000,000","-685,000,000","-543,000,000","-512,100,000","-179,000,000","21,900,000","32,800,000","-386,499,894","-421,199,878","-360,045,263","-439,300,824","-453,999,801","-364,099,894","-258,499,769","-271,500,466","-353,199,955","-360,900,167","-296,398,879","-297,499,709","-313,199,768","-243,899,595","-264,000,000","-270,099,592","-254,499,181","-243,499,666","-271,998,951","-282,699,987","-191,499,190","246,500,068","-194,899,368","-123,401,007","-118,000,000","-156,899,530","-119,399,299","-120,799,109","-126,099,101","-142,900,151","-114,899,890","-135,899,820",,,,"-145,833,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-232,200,341",,,"-285,000,497",,"-677,800,213",,"-135,800,326","-217,499,721","-225,200,223","-160,699,440","-171,800,209","-185,900,116","-115,300,110","-134,299,879","-139,799,616","-123,299,735","-111,399,600","-138,899,528","-146,999,871","-55,799,568","-150,899,635","-59,199,354","12,299,339","17,700,000","-28,699,803","8,800,191","7,400,509","2,100,363","-14,700,454","13,299,700","-7,699,460",,,,"-23,871,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-154,299,553",,,"-154,300,327",,"313,700,319",,"-135,700,140","-135,700,234","-135,699,944","-135,699,439","-125,699,500","-127,299,652","-128,599,485","-129,700,121","-130,299,976","-131,199,446","-132,100,066","-133,099,423","-135,700,116","-135,699,622","397,399,703","-135,700,014","-135,700,346","-135,700,000","-128,199,727","-128,199,490","-128,199,618","-128,199,464","-128,199,697","-128,199,590","-128,200,360",,,,"-121,961,805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,"-17,000,000","-17,000,000","-17,000,000","-29,000,000","-29,000,000","-47,000,000","-47,000,000","-51,000,000","-51,000,000","-51,000,000","-51,000,000","-88,000,000","-102,000,000","-102,000,000","-102,000,000","-102,000,000","-102,000,000","-102,000,000","-102,000,000","-102,000,000","-102,000,000","-102,000,000","-102,000,000","-83,000,000","-83,000,000","-83,000,000","-83,000,000","-83,000,000","-83,000,000","-86,000,000","-86,000,000","-86,000,000","-86,000,000","-86,000,000","-126,000,000","-126,000,000","-126,000,000","-126,000,000","-126,000,000","-187,000,000","-187,000,000","-187,000,000","-154,000,000","-154,000,000","-154,000,000","-154,000,000","-154,000,000","-154,000,000","-154,300,000","-154,300,000","-154,300,000","-154,300,000","1",,"1,028,701","992",,,"-1","-1",,"-1","-1,168",,,"1",,,"-1,260","-1,334",,,,,,,,"-1,516",,"1","-1,577",,"1","-1,500",,,,"1",,"1,531,534,175","1,498,867,925","1,528,792,570","1,249,120,123","1,368,513,890","1,366,666,666","1,362,687,634","1,155,779,589","1,150,724,637","1,139,435,059","1,129,505,277",,"883,419,689",,,,"248,281,666","235,199,356","232,429,442","219,653,979","228,620,599","230,122,732","227,406,743","225,997,232","225,301,970","224,591,595","223,860,911","223,332,144","221,053,848","416,309,013","414,707,586","418,635,170"
	MinorityInterest,"3,511,000,000","2,598,000,000","2,539,000,000","2,536,000,000","2,542,000,000","2,575,000,000","2,870,000,000","2,930,000,000","2,996,000,000","3,231,000,000","3,315,000,000","3,448,000,000","3,364,000,000","3,389,000,000","3,451,000,000","3,614,000,000","3,965,000,000","7,111,000,000","6,100,000,000","6,082,000,000","7,597,000,000","7,483,000,000","10,251,000,000","9,781,000,000","577,000,000","439,000,000","797,000,000","990,000,000","1,300,000,000","1,486,000,000","1,831,000,000","2,120,000,000","2,015,000,000","1,569,000,000","3,807,000,000","4,066,000,000","4,014,000,000","3,585,000,000","3,583,000,000","3,418,000,000","3,258,000,000","4,051,000,000","3,756,000,000","3,768,000,000","846,000,000","669,000,000","629,000,000","652,000,000","658,000,000","706,000,000","739,000,000","728,000,000","727,000,000","722,100,000","765,400,000","816,800,000","797,400,000","707,699,595","656,699,573","671,741,590","650,499,553","652,099,771","663,000,000","678,600,092","715,200,373","695,599,642","687,800,335","698,499,533","691,000,116","672,299,652","682,900,454","693,800,484","514,900,408","530,599,723","545,299,533","532,099,948","523,000,129","529,800,108","510,299,878","536,099,603","560,799,496","129,900,000","130,400,061","131,700,127","131,099,968","127,399,400","127,099,849","126,299,858","126,400,720","120,599,639","120,000,000","100,000,000","99,971,065",,,,,,,,,,,,,"157,605,121","238,887,374","245,117,306","246,717,174","233,306,137","233,553,093","236,810,310","236,856,669",,,,,,,,,,,"27,954,994","26,056,746",
TotalCapitalization,"132,826,000,000","138,792,000,000","132,003,000,000","132,227,000,000","128,787,000,000","127,123,000,000","125,116,000,000","125,746,000,000","124,186,000,000","128,171,000,000","130,306,000,000","132,414,000,000","125,704,000,000","130,166,000,000","129,371,000,000","130,985,000,000","129,797,000,000","119,494,000,000","122,072,000,000","122,623,000,000","119,000,000,000","118,947,000,000","120,760,000,000","120,474,000,000","57,880,000,000","55,292,000,000","54,517,000,000","57,219,000,000","58,438,000,000","56,917,000,000","54,096,000,000","53,016,000,000","50,209,000,000","46,588,000,000","41,659,000,000","38,666,000,000","35,853,000,000","32,992,000,000","32,999,000,000","31,452,000,000","30,703,000,000","28,857,000,000","27,853,000,000","27,939,000,000","24,049,000,000","22,808,000,000","22,527,000,000","22,326,000,000","22,187,000,000","21,587,000,000","21,183,000,000","20,673,000,000","20,235,000,000","19,251,000,000","18,778,200,000","18,424,400,000","18,247,700,000","15,652,999,788","14,772,600,244","15,337,928,197","14,512,600,059","13,929,301,401","14,156,000,000","14,238,800,738","13,286,599,487","13,049,799,933","12,738,000,000","12,352,800,093","12,168,500,989","11,795,600,465","12,081,600,590","12,375,200,726","10,696,700,264","10,138,600,227","10,249,300,867","10,142,700,682","10,121,500,709","10,553,099,676","10,533,300,014","9,839,500,514","9,872,700,661","9,941,300,000","9,812,998,940","9,584,901,211","8,954,901,306","9,895,699,858","9,754,400,908","8,588,300,489","8,356,099,280","8,066,699,730","7,715,398,846","7,704,298,971","7,785,445,602","7,481,291,270","7,182,458,199","6,844,226,415","6,563,777,089","6,261,514,920","5,824,048,214","5,397,730,496","4,865,761,258","4,990,056,622","4,526,432,022","4,403,350,872","4,335,069,207","4,042,466,415","3,649,440,960","3,622,477,213","3,708,448,798","3,665,370,075","3,904,755,225","3,649,885,891","3,552,296,625","1,239,031,142","1,060,232,990","984,925,294","866,299,193","904,492,262","1,119,262,555","1,021,074,947","1,014,628,297","1,097,038,887","1,001,964,409","2,108,920,079","2,092,298,784","2,065,497,494"
PreferredStockEquity,"6,818,000,000","6,818,000,000","6,818,000,000","7,010,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,747,000,000","7,255,000,000","7,255,000,000","7,255,000,000","7,255,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","6,515,000,000","5,903,000,000","5,411,000,000","5,141,000,000","4,896,000,000","4,699,000,000","4,109,000,000","3,707,000,000","3,316,000,000","2,484,000,000","1,888,000,000","1,056,000,000","613,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,501,492","125,000,497","125,000,497","125,000,000","125,000,000","125,000,000","125,000,559","125,000,558","125,000,000","125,000,581","125,000,000","125,000,614","125,000,000","125,000,000","656,400,403","656,700,467","657,099,948","657,400,490","657,699,892","125,000,675","658,400,176","658,700,031","659,000,000","659,299,894","659,600,064","464,700,732","464,899,795","465,099,849","465,300,331","465,400,420","466,100,090","476,838,834","467,159,635","466,145,833","118,561,996","118,509,827","121,962,264","125,077,399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"53,069,000,000","58,014,000,000","55,180,000,000","54,727,000,000","53,079,000,000","54,340,000,000","54,279,000,000","55,311,000,000","53,620,000,000","57,457,000,000","58,879,000,000","61,096,000,000","58,296,000,000","61,540,000,000","61,607,000,000","62,558,000,000","61,723,000,000","53,040,000,000","54,385,000,000","53,685,000,000","50,388,000,000","50,258,000,000","51,424,000,000","52,483,000,000","14,131,000,000","13,225,000,000","13,704,000,000","14,161,000,000","12,383,000,000","11,475,000,000","11,272,000,000","10,716,000,000","10,271,000,000","10,719,000,000","9,046,000,000","8,541,000,000","8,355,000,000","8,297,000,000","8,155,000,000","6,794,000,000","6,793,000,000","6,763,000,000","6,941,000,000","6,862,000,000","7,785,000,000","7,629,000,000","7,764,000,000","7,701,000,000","7,440,000,000","7,267,000,000","7,408,000,000","7,257,000,000","7,136,000,000","6,945,000,000","7,063,300,000","6,962,800,000","6,493,800,000","6,051,499,894","5,950,700,183","5,421,252,957","5,150,199,622","4,987,700,487","5,100,099,894","5,148,700,415","4,485,599,953","4,310,099,475","4,291,399,888","4,272,500,000","4,144,500,524","4,037,600,465","4,115,799,681","4,020,400,242","3,853,200,144","3,830,500,189","3,731,699,800","3,529,900,314","3,468,599,768","3,587,500,000","3,980,499,798","3,139,500,514","3,173,700,032","3,206,300,000","2,975,299,288","2,626,400,573","2,567,400,510","2,575,699,858","2,548,600,605","2,350,400,442","2,297,999,400","2,273,599,339","2,253,060,530","1,961,239,669","2,034,432,871","2,261,482,025","2,095,335,876","1,966,037,736","1,936,377,709","1,858,148,432","1,843,598,412","1,722,553,191","1,699,356,683","1,540,256,871","1,538,164,251","1,430,905,566","1,396,053,173","1,209,272,012","1,095,582,220","1,113,934,153","1,124,610,796","918,162,885","446,345,911","467,042,556","464,443,830","464,913,495","463,198,306","460,645,678","456,351,750","456,146,974","458,868,404","466,392,318","462,829,736","466,880,723","458,747,400","1,105,556,200","1,039,143,023","991,648,771"
NetTangibleAssets,"23,429,000,000","25,434,000,000","24,805,000,000","25,339,000,000","24,043,000,000","27,302,000,000","27,808,000,000","28,474,000,000","26,587,000,000","29,250,000,000","30,081,000,000","31,055,000,000","30,717,000,000","33,403,000,000","33,797,000,000","34,109,000,000","32,639,000,000","24,037,000,000","23,140,000,000","22,809,000,000","20,411,000,000","21,866,000,000","20,037,000,000","20,600,000,000","19,735,000,000","18,122,000,000","18,586,000,000","19,295,000,000","17,470,000,000","16,616,000,000","16,453,000,000","15,471,000,000","15,137,000,000","15,655,000,000","13,433,000,000","12,447,000,000","12,047,000,000","11,846,000,000","11,497,000,000","9,609,000,000","9,264,000,000","8,824,000,000","8,192,000,000","7,572,000,000","7,217,000,000","7,376,000,000","7,052,000,000","6,982,000,000","6,702,000,000","6,524,000,000","6,662,000,000","6,530,000,000","6,401,000,000","6,222,400,000","6,330,400,000","6,212,800,000","6,004,300,000","5,572,599,532","5,475,900,671","4,942,907,108","4,675,200,119","4,515,600,716","4,614,199,788","4,645,000,000","3,974,199,673","3,804,600,425","3,783,500,279","3,755,900,280","3,649,701,128","3,566,000,000","3,631,099,792","3,535,500,605","3,812,800,576","4,486,900,592","4,388,400,267","4,187,000,262","4,126,000,258","4,245,199,892","4,105,500,473","3,797,900,690","3,832,400,063","3,865,300,000","3,634,599,182","2,907,600,382","2,701,701,688","2,757,699,227","2,743,900,151","2,815,700,773","2,763,399,820","2,739,699,429","2,729,899,364","2,428,399,304","2,500,578,704","2,380,044,021","2,213,845,703","2,088,000,000","2,061,455,108","1,858,148,432","1,843,598,412","1,722,553,191","1,699,356,683","1,540,256,871","1,538,164,251","1,430,905,566","1,396,053,173","1,209,272,012","1,095,582,220","1,113,934,153","1,124,610,796","918,162,885","446,345,911","467,042,556","464,443,830","360,000,000","338,231,401","335,645,678","331,367,774","331,194,162","333,884,297","466,392,318","462,829,736","466,880,723","458,747,400","1,105,556,200","1,039,143,023","991,648,771"
WorkingCapital,"-8,154,000,000","-7,103,000,000","-7,548,000,000","-4,918,000,000","-9,270,000,000","-6,883,000,000","-5,388,000,000","-5,292,000,000","-6,629,000,000","-5,174,000,000","-4,483,000,000","-5,837,000,000","-7,185,000,000","-5,493,000,000","-4,975,000,000","-4,743,000,000","-6,283,000,000","-5,336,000,000","-6,329,000,000","-4,858,000,000","-5,409,000,000","-4,421,000,000","-3,743,000,000","-5,407,000,000","-4,556,000,000","-6,236,000,000","-6,779,000,000","-3,786,000,000","-3,217,000,000","-1,824,000,000","-1,724,000,000","-1,798,000,000","-1,300,000,000","-2,249,000,000","-2,657,000,000","-3,798,000,000","-3,778,000,000","-3,441,000,000","-1,238,000,000","-827,000,000","-469,000,000","-349,000,000","-958,000,000","-249,000,000","-565,000,000","515,000,000","545,000,000","618,000,000","406,000,000","181,000,000","-51,000,000","-128,000,000","-194,000,000","-591,400,000","-393,200,000","-766,000,000","-397,600,000","-261,599,957","-278,700,386","-49,377,636","-250,000,000","-116,500,050","471,900,106","617,200,184","-169,700,606","-33,600,089","159,699,945","-216,099,953","-175,100,593","-342,200,929","-140,699,644","190,200,726","-395,399,568","-13,299,735","-242,200,133","-296,499,213","-297,100,348","241,000,810","335,399,162","-171,899,516","-274,499,528","-330,000,000","-305,200,788","-1,098,500,637","-918,599,172","290,399,242","330,600,606","236,099,637","74,400,120","-4,200,481","-55,400,325","86,499,927","196,759,259","-26,265,591","-1,760,047","-222,792,452","-192,724,459","-51,415,455","64,089,372","-190,212,766","-574,553,252","-297,196,520","-281,297,446","-332,733,315","-350,966,150","-211,672,572","-284,974,094","-152,687,862","-23,672,862","-39,798,696","180,670,500","192,509,061","209,324,848","437,093,426","265,554,673","106,990,395","110,626,843","126,966,151","234,965,035","165,856,092","173,381,295","269,116,423","296,741,392","-146,038,742","-125,303,995","-58,339,299"
InvestedCapital,"134,049,000,000","140,232,000,000","133,993,000,000","131,200,000,000","128,719,000,000","125,274,000,000","122,518,000,000","123,107,000,000","120,517,000,000","125,009,000,000","126,011,000,000","129,723,000,000","123,259,000,000","128,224,000,000","127,184,000,000","128,429,000,000","126,333,000,000","116,514,000,000","120,118,000,000","120,032,000,000","115,568,000,000","115,923,000,000","118,089,000,000","119,231,000,000","55,699,000,000","54,570,000,000","54,207,000,000","54,336,000,000","54,873,000,000","52,078,000,000","49,642,000,000","48,253,000,000","46,246,000,000","42,901,000,000","39,422,000,000","37,339,000,000","34,235,000,000","31,440,000,000","30,382,000,000","28,849,000,000","28,710,000,000","27,224,000,000","26,671,000,000","27,081,000,000","24,017,000,000","22,721,000,000","22,714,000,000","22,534,000,000","22,612,000,000","22,293,000,000","21,975,000,000","21,550,000,000","21,332,000,000","20,218,500,000","19,380,500,000","19,696,100,000","19,715,800,000","16,865,899,511","15,658,499,898","15,991,153,173","15,599,499,453","14,884,601,013","14,452,800,213","14,510,701,107","14,566,599,487","13,956,399,910","13,194,298,940","13,449,899,579","13,587,700,896","13,030,700,349","12,823,600,099","12,833,500,605","11,956,400,288","10,116,599,471","10,538,600,400","10,832,101,259","10,822,800,464","10,505,499,730","10,980,000,001","10,141,799,618","10,113,800,756","10,394,200,000","10,294,999,243","11,059,700,446","10,711,300,542","9,742,799,432","10,073,301,059","8,828,100,268","8,151,999,100","8,049,699,430","7,278,860,441","7,641,839,930","7,474,681,713","7,522,670,580","7,449,545,321","7,164,226,415","6,839,164,086","6,611,476,664","6,038,365,427","5,937,163,120","5,264,617,584","5,182,433,366","4,686,404,417","4,842,979,784","4,781,828,149","4,221,958,360","4,050,859,013","3,777,754,694","3,844,492,843","4,095,176,036","4,337,494,740","3,911,665,996","3,713,060,322","1,239,031,142","1,064,204,396","995,064,035","903,345,725","998,238,330","1,223,649,078","1,085,048,011","1,091,247,002","1,123,677,013","1,302,056,852","2,228,627,770","2,169,426,752","2,141,732,283"
TangibleBookValue,"16,611,000,000","18,616,000,000","17,987,000,000","18,329,000,000","16,296,000,000","19,555,000,000","20,061,000,000","20,727,000,000","18,840,000,000","21,503,000,000","22,334,000,000","23,308,000,000","22,970,000,000","25,656,000,000","26,050,000,000","26,362,000,000","24,892,000,000","16,290,000,000","15,393,000,000","15,062,000,000","12,664,000,000","14,611,000,000","12,782,000,000","13,345,000,000","12,480,000,000","11,607,000,000","12,071,000,000","12,780,000,000","10,955,000,000","10,101,000,000","9,938,000,000","8,956,000,000","8,622,000,000","9,140,000,000","7,530,000,000","7,036,000,000","6,906,000,000","6,950,000,000","6,798,000,000","5,500,000,000","5,557,000,000","5,508,000,000","5,708,000,000","5,684,000,000","6,161,000,000","6,763,000,000","6,927,000,000","6,857,000,000","6,577,000,000","6,399,000,000","6,537,000,000","6,405,000,000","6,276,000,000","6,097,400,000","6,205,400,000","6,087,800,000","5,879,300,000","5,447,599,532","5,350,900,671","4,817,405,616","4,550,199,622","4,390,600,219","4,489,199,788","4,520,000,000","3,849,199,673","3,679,599,866","3,658,499,721","3,630,900,280","3,524,700,547","3,441,000,000","3,506,099,178","3,410,500,605","3,687,800,576","3,830,500,189","3,731,699,800","3,529,900,314","3,468,599,768","3,587,500,000","3,980,499,798","3,139,500,514","3,173,700,032","3,206,300,000","2,975,299,288","2,248,000,318","2,237,000,956","2,292,799,432","2,278,800,302","2,350,400,442","2,297,999,400","2,273,599,339","2,253,060,530","1,961,239,669","2,034,432,871","2,261,482,025","2,095,335,876","1,966,037,736","1,936,377,709","1,858,148,432","1,843,598,412","1,722,553,191","1,699,356,683","1,540,256,871","1,538,164,251","1,430,905,566","1,396,053,173","1,209,272,012","1,095,582,220","1,113,934,153","1,124,610,796","918,162,885","446,345,911","467,042,556","464,443,830","360,000,000","338,231,401","335,645,678","331,367,774","331,194,162","333,884,297","466,392,318","462,829,736","466,880,723","458,747,400","1,105,556,200","1,039,143,023","991,648,771"
TotalDebt,"80,980,000,000","82,218,000,000","78,813,000,000","76,473,000,000","75,640,000,000","70,934,000,000","68,239,000,000","67,796,000,000","66,897,000,000","67,552,000,000","67,132,000,000","68,627,000,000","64,963,000,000","66,684,000,000","65,577,000,000","65,871,000,000","64,610,000,000","63,474,000,000","65,733,000,000","66,347,000,000","65,180,000,000","65,665,000,000","66,665,000,000","66,748,000,000","41,568,000,000","41,345,000,000","40,503,000,000","40,175,000,000","42,490,000,000","40,603,000,000","38,370,000,000","37,537,000,000","35,975,000,000","32,182,000,000","30,376,000,000","28,798,000,000","25,880,000,000","23,143,000,000","22,227,000,000","22,055,000,000","21,917,000,000","20,461,000,000","19,730,000,000","20,219,000,000","16,232,000,000","15,092,000,000","14,950,000,000","14,833,000,000","15,172,000,000","15,026,000,000","14,567,000,000","14,293,000,000","14,196,000,000","13,273,500,000","12,317,200,000","12,733,300,000","13,222,000,000","10,814,399,617","9,707,799,715","10,569,900,216","10,449,299,831","9,896,900,526","9,352,700,319","9,362,000,692","10,080,999,534","9,646,300,435","8,902,899,052","9,177,399,579","9,443,200,372","8,993,099,884","8,707,800,418","8,813,100,363","8,103,200,144","6,286,099,282","6,806,900,600","7,302,200,945","7,354,200,696","6,917,999,730","6,999,500,203","7,002,299,104","6,940,100,724","7,187,900,000","7,319,699,955","8,433,299,873","8,143,900,032","7,167,099,574","7,524,700,454","6,477,699,826","5,853,999,700","5,776,100,091","5,025,799,911","5,680,600,261","5,440,248,842","5,261,188,555","5,354,209,445","5,198,188,679","4,902,786,377","4,753,328,232","4,194,767,015","4,214,609,929","3,565,260,901","3,642,176,495","3,148,240,166","3,412,074,218","3,385,774,976","3,012,686,348","2,955,276,793","2,663,820,541","2,719,882,047","3,177,013,151","3,891,148,829","3,444,623,440","3,248,616,492","774,117,647","601,006,090","534,418,357","446,993,975","542,091,356","764,780,674","618,655,693","628,417,266","656,796,290","843,309,452","1,123,071,570","1,130,283,729","1,150,083,512"
NetDebt,"80,119,000,000","81,197,000,000","77,768,000,000","76,060,000,000","75,354,000,000","70,483,000,000","67,865,000,000","67,331,000,000","66,445,000,000","66,895,000,000","66,670,000,000","67,828,000,000","64,315,000,000","65,869,000,000","64,869,000,000","65,169,000,000","64,092,000,000","62,831,000,000","65,276,000,000","65,737,000,000","64,700,000,000","64,920,000,000","64,637,000,000","64,893,000,000","39,451,000,000","40,309,000,000","39,246,000,000","38,440,000,000","41,475,000,000","39,579,000,000","37,161,000,000","36,346,000,000","34,714,000,000","31,094,000,000","29,128,000,000","27,949,000,000","25,124,000,000","22,627,000,000","21,150,000,000","20,709,000,000","20,141,000,000","18,735,000,000","19,063,000,000","19,125,000,000","15,812,000,000","14,508,000,000","14,647,000,000","14,482,000,000","14,930,000,000","14,556,000,000","14,158,000,000","13,872,000,000","13,869,000,000","12,868,900,000","11,962,800,000","12,398,200,000","12,680,300,000","10,547,699,596","9,400,000,000","10,331,241,642","10,282,600,059","9,726,000,198","9,096,199,788","9,124,200,877","9,941,300,093","9,448,299,988","8,754,298,940","8,995,999,532","9,289,299,918","8,832,700,349","8,571,400,516","8,652,599,758","7,997,699,784","6,115,499,559","6,702,500,333","7,193,600,473","7,250,100,477","6,833,399,514","6,772,100,500","6,959,898,634","6,899,400,378","6,941,900,000","7,164,100,622","8,374,799,236","8,069,899,714","7,116,099,101","7,393,900,151","6,388,699,353","5,786,999,100","5,724,699,430","5,002,800,059","5,633,199,942","5,386,718,749","5,180,630,961","5,297,154,590","5,127,547,170","4,777,863,776","4,693,649,579","4,159,635,455","4,175,744,681","3,513,938,528","3,636,928,601","3,146,583,851","3,341,041,263","3,371,933,671","2,987,301,630","2,923,506,954","2,642,804,795","2,675,033,459","3,057,018,588","3,878,804,882","3,423,009,801","3,197,565,025","439,584,775","375,694,997","484,124,867","395,205,743","410,343,527","510,108,074","447,936,152","476,738,609","480,556,547","217,702,796","1,117,619,766","1,104,921,830","1,128,131,711"
ShareIssued,"2,025,000,000","2,025,000,000","2,025,000,000","2,026,000,000","2,026,000,000","2,026,000,000","2,026,000,000","2,026,000,000","2,026,000,000","2,025,000,000","2,025,000,000","2,025,000,000","2,025,000,000","2,024,000,000","2,024,000,000","2,024,000,000","2,022,000,000","1,794,000,000","1,715,000,000","1,705,000,000","1,695,000,000","1,653,000,000","1,645,812,740","1,639,000,000","943,112,225","938,603,326","934,000,000","929,000,000","867,612,878","864,000,000","860,000,000","855,000,000","851,644,421","849,000,000","845,000,000","835,000,000","831,107,036","828,170,125","825,702,397","810,000,000","805,088,607","800,000,000","781,677,715","781,677,715","781,677,715","770,585,016","770,585,016","770,585,016","770,585,016","770,585,016","763,434,664","756,467,912","756,467,912","753,495,272","1,446,000,000","1,497,313,524","1,492,000,000","1,488,591,408","1,485,419,792","1,474,000,000","1,474,049,584","1,471,986,032","1,471,986,032","598,200,000","703,683,730","697,800,000","697,800,000","697,800,000","697,977,630","692,400,000","692,400,000","692,400,000","692,615,856","687,600,000","687,600,000","687,600,000","687,790,304","686,147,080","684,197,688","678,800,000","679,381,224","1,358,272,568","1,303,200,000","1,303,200,000","1,303,200,000","1,302,668,688","1,341,641,672","1,296,839,600","1,294,768,000","1,293,722,792","1,292,953,472","1,251,888,472","1,250,464,000","1,207,200,000","1,206,400,000","1,206,400,000","1,245,680,000","1,186,624,000","1,186,624,000","1,186,624,000","1,186,624,000","1,083,200,000","1,081,600,000","1,080,000,000","1,079,840,000","973,968,000","973,968,000","769,600,000","769,600,000","769,600,000","649,328,000","642,816,000","640,704,000","638,912,000","638,912,000","638,336,000","638,336,000","637,776,000","810,000,000","636,976,000","636,912,000","636,544,000","635,184,000","634,192,000","633,936,000","633,296,000"
