"Rank","Name","Symbol","marketcap","price (USD)","country"
"74","Advantest","6857.T","17652892944","91.06","Japan"
"75","Eisai","4523.T","17588447810","61.36","Japan"
"76","Bandai Namco","7832.T","17577163252","80.02","Japan"
"77","MS&amp;AD Insurance","8725.T","17233064958","31.13","Japan"
"78","OBIC","4684.T","16726693201","188.62","Japan"
"79","Ajinomoto","2802.T","16583017464","30.7","Japan"
"80","Marubeni","8002.T","16496217697","9.5","Japan"
"81","Toyota Tsusho","8015.T","16281723461","46.28","Japan"
"82","Kikkoman","2801.T","15514042581","80.94","Japan"
"83","Sompo Holdings","8630.T","15449577844","44.47","Japan"
"84","Nippon Steel","5401.T","15350539879","16.67","Japan"
"85","Secom","9735.T","15323305188","70.21","Japan"
"86","kyowa Kirin","4151.T","15146561060","28.2","Japan"
"87","TDK","6762.T","15104317193","39.85","Japan"
"88","Rakuten","4755.T","14758022181","9.78","Japan"
"89","SG Holdings","9143.T","14591632034","22.97","Japan"
"90","Shinkin Central Bank","8421.T","14293903517","2130.8","Japan"
"91","Sekisui House","1928.T","14102316264","20.89","Japan"
"92","Subaru","7270.T","14019652785","18.28","Japan"
"93","Kirin Holdings","2503.T","14011413651","16.81","Japan"
"94","Nomura Holdings","NMR","13898493952","4.53","Japan"
"95","Asahi Kasei","3407.T","13305717120","9.59","Japan"
"96","Inpex","1605.T","13090490644","8.96","Japan"
"97","Sumitomo Mitsui Trust Holdings","8309.T","13000284523","34.71","Japan"
"98","Yaskawa","6506.T","12993418770","49.71","Japan"
"99","Nippon Yūsen","9101.T","12553154965","74.34","Japan"
"100","Ono Pharmaceutical","4528.T","12484382123","25.01","Japan"
